Query,SearchTerm,Kingdom,Phylum,Class,Order,Family,Genus,Species,EOL,NCBI,Wikipedia,IUCN,GBIF,ITIS,
POWDERBLUE SURGEON,Powderblue surgeon,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61674$retmode=xml,NA,NA,NA,,
GULF OF MEXICO STURGEON,Gulf of mexico sturgeon,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61674$retmode=xml,NA,NA,NA,,
BLUE TANG SURGEON,Blue tang surgeon,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61674$retmode=xml,NA,NA,NA,,
BLUE SPINE SURGEON,Blue spine surgeon,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61674$retmode=xml,NA,NA,NA,,
CLOWN SURGEON,Clown surgeon,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser sturio,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61674$retmode=xml,NA,NA,NA,,
WHITE STURGEON,White sturgeon,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52629233,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=7904$retmode=xml,https://en.wikipedia.org/wiki/White_sturgeon,NA,NA,,
EGYPTIAN SPINY MOUSE,Egyptian spiny mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572423,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10068$retmode=xml,NA,NA,NA,,
CAIRO SPINY MOUSE,Cairo spiny mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572423,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10068$retmode=xml,https://en.wikipedia.org/wiki/Cairo_spiny_mouse,NA,NA,,
AFRICAN SPINY MOUSE,African spiny mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys spinosissimus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572434,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10094$retmode=xml,NA,NA,NA,,
Geoffrey,Geoffrey,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,Acomys cahirinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572423,NA,NA,NA,NA,,
DUMERIL'S GROUND BOA,Dumeril's ground boa,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis dumerili,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586995,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8574$retmode=xml,https://en.wikipedia.org/wiki/Dumeril%27s_ground_boa,NA,NA,,
DUMERIL'S GROUND GOA,Dumeril's ground goa,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis dumerili,,,https://en.wikipedia.org/wiki/Acrantophis_dumerili,NA,NA,,
MADAGASCAR GROUND BOA,Madagascar ground boa,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis madagascariensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586996,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8574$retmode=xml,https://en.wikipedia.org/wiki/Madagascar_ground_boa,NA,NA,,
MADAGASCAR BOA,Madagascar boa,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis madagascariensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586996,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8574$retmode=xml,https://en.wikipedia.org/wiki/Madagascar_boa,NA,NA,,
BRISTLETAIL FILEFISH,Bristletail filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Acreichthys,Acreichthys tomentosus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52605717,NA,NA,NA,NA,,
VENOUS-BREASTED MYNAH,Venous-breasted mynah,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres burmannicus,,,https://en.wikipedia.org/wiki/Vinous-breasted_starling,NA,NA,,
STARLING,Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52631613,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9172$retmode=xml,NA,NA,NA,,
STARLING ,Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52631613,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9172$retmode=xml,NA,NA,NA,,
MYNAH,Mynah,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52631615,NA,NA,NA,NA,,
VIELLOT'S MYNAH,Viellot's mynah,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis,,,https://en.wikipedia.org/wiki/Common_myna,NA,NA,,
Starling,Starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52631613,NA,NA,NA,NA,,
Mynah Bird,Mynah bird,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis,,,https://en.wikipedia.org/wiki/Common_myna,NA,NA,,
Mynah,Mynah,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52631615,NA,NA,NA,NA,,
NORTHERN CRICKET FROG,Northern cricket frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=317300$retmode=xml,https://en.wikipedia.org/wiki/Northern_cricket_frog,NA,NA,,
BLANCHARD'S CRICKET FROG,Blanchard's cricket frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,Acris crepitans,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662648,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=448054$retmode=xml,NA,NA,NA,,
CRICKET FROG,Cricket frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,Acris gryllus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662645,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=1659773$retmode=xml,NA,NA,NA,,
FEATHER GLIDER,Feather glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52574518,NA,NA,NA,NA,,
FEATHERTAIL GLIDER,Feathertail glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52574518,NA,https://en.wikipedia.org/wiki/Feathertail_glider,NA,NA,,
FEATHER TAIL GLIDER,Feather tail glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52574518,NA,NA,NA,NA,,
FEATHER-TAILED GLIDER,Feather-tailed glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,,,NA,http://www.iucnredlist.org/details/40584/0,NA,,
FEATHER TAILED GLIDER,Feather tailed glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,,,NA,http://www.iucnredlist.org/details/40584/0,NA,,
PYGMY FEATHER GLIDER,Pygmy feather glider,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,,,NA,http://www.iucnredlist.org/details/40584/0,NA,,
FILE SNAKE,File snake,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,Acrochordus granulatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52579901,NA,NA,NA,NA,,
JAVAN WART SNAKE,Javan wart snake,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,Acrochordus javanicus,,,https://en.wikipedia.org/wiki/Elephant_trunk_snake,NA,NA,,
SAND STAR,Sand star,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Acrocnida,Acrocnida brachiata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52711495,NA,https://en.wikipedia.org/wiki/Sand_star,NA,NA,,
ADULT VULTURINE GUINEAFOWL,Adult vulturine guineafowl,Metazoa,Chordata,Aves,Galliformes,Numididae,Acryllium,Acryllium vulturinum,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8992$retmode=xml,NA,NA,NA,,
VULTURINE GUINEAFOWL,Vulturine guineafowl,Animalia,Chordata,Aves,Galliformes,Numididae,Acryllium,Acryllium vulturinum,http://eol.org/api/hierarchy_entries/1.0.xml?id=52643104,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8992$retmode=xml,https://en.wikipedia.org/wiki/Vulturine_guineafowl,NA,NA,,
VULTURINE GUINEAFOWL ,Vulturine guineafowl,Animalia,Chordata,Aves,Galliformes,Numididae,Acryllium,Acryllium vulturinum,http://eol.org/api/hierarchy_entries/1.0.xml?id=52643104,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8992$retmode=xml,https://en.wikipedia.org/wiki/Vulturine_guineafowl,NA,NA,,
WESTERN POND TURTLES,Western pond turtles,Animalia,Na,Reptilia,Testudines,Emydidae,Actinemys,Actinemys marmorata,http://eol.org/api/hierarchy_entries/1.0.xml?id=60917548,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=335395$retmode=xml,NA,NA,NA,,
POND TURTLE,Pond turtle,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,Actinemys marmorata,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=668668,,
NORTHERN PACIFIC PNED TURTLE,Northern pacific pned turtle,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,Actinemys marmorata,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=668668,,
PACIFIC POND TURTLE GROUP,Pacific pond turtle group,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,Actinemys marmorata,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=668668,,
Pond Turtle,Pond turtle,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,Actinemys marmorata,,,,NA,NA,,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=668668
SPOTTED SANDPIPER,Spotted sandpiper,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius,http://eol.org/api/hierarchy_entries/1.0.xml?id=52645951,NA,https://en.wikipedia.org/wiki/Spotted_sandpiper,NA,NA,,
AFRICAN JACANA,African jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Actophilornis,Actophilornis africanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646286,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=118783$retmode=xml,https://en.wikipedia.org/wiki/African_jacana,NA,NA,,
AFRICAN JACANAS,African jacanas,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Actophilornis,Actophilornis africanus,,,https://en.wikipedia.org/wiki/African_jacana,NA,NA,,
JACANA,Jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Actophilornis,Actophilornis albinucha,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646287,NA,NA,NA,NA,,
PUSPA,Puspa,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Acytolepis,Acytolepis puspa,http://eol.org/api/hierarchy_entries/1.0.xml?id=52280669,NA,NA,NA,NA,,
ADDAX,Addax,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,Addax nasomaculatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578355,NA,https://en.wikipedia.org/wiki/Addax,NA,NA,,
ADDAX ANTELOPE,Addax antelope,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Addax,Addax nasomaculatus,,,NA,http://www.iucnredlist.org/details/512/0,NA,,
SPLASHBACK POISON FROG,Splashback poison frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52663350,NA,NA,NA,NA,,
SPLASH-BACK POISON DART FROG,Splash-back poison dart frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,,,https://en.wikipedia.org/wiki/Adelphobates_galactonotus,NA,NA,,
SPLASHBACK POISON DART FROG,Splashback poison dart frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,,,https://en.wikipedia.org/wiki/Adelphobates_galactonotus,NA,NA,,
YELLOW GALATONOTUS DART FROG,Yellow galatonotus dart frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,,,https://en.wikipedia.org/wiki/Adelphobates_galactonotus,NA,NA,,
SPLASHBACK DART FROG,Splashback dart frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,,,https://en.wikipedia.org/wiki/Adelphobates_galactonotus,NA,NA,,
ROSE STAR,Rose star,Plantae,Na,Na,Gentianales,Apocynaceae,Adenium,Adenium obesum,,,https://en.wikipedia.org/wiki/Adenium_obesum,NA,NA,,
WESTERN BREBE,Western brebe,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=57236$retmode=xml,NA,NA,NA,,
WESTERN GREBE,Western grebe,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=57236$retmode=xml,https://en.wikipedia.org/wiki/Western_grebe,NA,NA,,
LONG-TAILED TIT,Long-tailed tit,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos concinnus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52639963,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=73327$retmode=xml,https://en.wikipedia.org/wiki/Long-tailed_tit,NA,NA,,
SAW WHET OWL,Saw whet owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,Aegolius ridgwayi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52652645,NA,NA,NA,NA,,
SAW-WHET OWL,Saw-whet owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,Aegolius ridgwayi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52652645,NA,https://en.wikipedia.org/wiki/Saw-whet_owl,NA,NA,,
Saw Whet Owl,Saw whet owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,Aegolius ridgwayi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52652645,NA,NA,NA,NA,,
CINEREOUS VULTURE,Cinereous vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648818,NA,https://en.wikipedia.org/wiki/Cinereous_vulture,NA,NA,,
BLACK VULTURE,Black vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648818,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=33614$retmode=xml,https://en.wikipedia.org/wiki/Black_vulture,NA,NA,,
CINEREUS VULTURE,Cinereus vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,,,https://en.wikipedia.org/wiki/Cinereous_vulture,NA,NA,,
CINEROUS VULTURE,Cinerous vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus,,,https://en.wikipedia.org/wiki/Cinereous_vulture,NA,NA,,
HISSING COCKROACH,Hissing cockroach,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Aeluropoda,Aeluropoda insignis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52096074,NA,NA,NA,NA,,
KENYAN IMPALA,Kenyan impala,Metazoa,Chordata,Mammalia,Na,Bovidae,Aepyceros,Aepyceros melampus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9897$retmode=xml,NA,NA,NA,,
IMPALA ,Impala,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578223,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9897$retmode=xml,https://en.wikipedia.org/wiki/Impala,NA,NA,,
IMPALA,Impala,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578223,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9897$retmode=xml,https://en.wikipedia.org/wiki/Impala,NA,NA,,
IMPALA FETUS,Impala fetus,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros melampus,,,NA,http://www.iucnredlist.org/details/550/0,NA,,
Impala,Impala,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578223,NA,NA,NA,NA,,
BRUSH TURKEY,Brush turkey,Animalia,Chordata,Aves,Craciformes,Megapodiidae,Aepypodius,Aepypodius arfakianus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52643875,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9103$retmode=xml,NA,NA,NA,,
BETTONG(BRUSH TAILED RAT KANGAROO),Bettong,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens,http://eol.org/api/hierarchy_entries/1.0.xml?id=52574521,NA,NA,NA,NA,,
BETTONG,Bettong,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens,http://eol.org/api/hierarchy_entries/1.0.xml?id=52574521,NA,NA,NA,NA,,
BLUE ACARA,Blue acara,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aequidens,Aequidens pulcher,http://eol.org/api/hierarchy_entries/1.0.xml?id=52601271,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=172522$retmode=xml,https://en.wikipedia.org/wiki/Blue_acara,NA,NA,,
SADDLE CICHLID,Saddle cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Aequidens,Aequidens tetramerus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52601274,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=172531$retmode=xml,NA,NA,NA,,
JELLYFISH,Jellyfish,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,Aequorea forskalea,http://eol.org/api/hierarchy_entries/1.0.xml?id=52681026,NA,NA,NA,NA,,
AMPHIBIAN ,Amphibian,Na,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp.,http://eol.org/api/hierarchy_entries/1.0.xml?id=53208358,NA,NA,NA,NA,,
CRESTED AUKLET,Crested auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia cristatella,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646569,NA,https://en.wikipedia.org/wiki/Crested_auklet,NA,NA,,
GREATER AUKLET,Greater auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia cristatella,,,https://en.wikipedia.org/wiki/Crested_auklet,NA,NA,,
LEAST AUKLET,Least auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pusilla,NA,NA,https://en.wikipedia.org/wiki/Least_auklet,NA,NA,,
LEAST AUCKLET,Least aucklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pusilla,,,NA,http://www.iucnredlist.org/details/22694921/0,NA,,
WHISKERED AUKLET,Whiskered auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pygmaea,http://eol.org/api/hierarchy_entries/1.0.xml?id=52646571,NA,https://en.wikipedia.org/wiki/Whiskered_auklet,NA,NA,,
WHITE SPOTTED EAGLE RAY,White spotted eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,Aetobatus narinari,http://eol.org/api/hierarchy_entries/1.0.xml?id=52657463,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=87140$retmode=xml,NA,NA,NA,,
REED FROG,Reed frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus aureus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52661688,NA,NA,NA,NA,,
Reed Frog,Reed frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,Afrixalus aureus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52661688,NA,NA,NA,NA,,
CONGO PEAFOWL,Congo peafowl,Animalia,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52642890,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9076$retmode=xml,https://en.wikipedia.org/wiki/Congo_peafowl,NA,NA,,
CONGO PEACOCK,Congo peacock,Animalia,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52642890,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=171585$retmode=xml,https://en.wikipedia.org/wiki/Congo_peacock,NA,NA,,
BLUE SIDED LEAF FROG,Blue sided leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis annae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662100,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=75990$retmode=xml,NA,NA,NA,,
RED EYE TREE FROG,Red eye tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=86064$retmode=xml,https://en.wikipedia.org/wiki/Red_eye_tree_frog,NA,NA,,
TROPICAL LEAF FROG,Tropical leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,,,https://en.wikipedia.org/wiki/Agalychnis_callidryas,NA,NA,,
BIG EYED LEAF FROG,Big eyed leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,,,https://en.wikipedia.org/wiki/Agalychnis_callidryas,NA,NA,,
MARDON-EYED TREE FROG,Mardon-eyed tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,,,https://en.wikipedia.org/wiki/Agalychnis_callidryas,NA,NA,,
AQUATIC LEAF FROG,Aquatic leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,,,https://en.wikipedia.org/wiki/Agalychnis_callidryas,NA,NA,,
RED-EYED TREE FROGLET,Red-eyed tree froglet,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis callidryas,,,https://en.wikipedia.org/wiki/Agalychnis_callidryas,NA,NA,,
GIANT MEXICAN TREE FROG,Giant mexican tree frog,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis dacnicolor,,,NA,http://www.iucnredlist.org/details/55813/0,NA,,
SOL IS LEAF FROG,Sol is leaf frog,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis moreletii,,,NA,http://www.iucnredlist.org/details/55293/0,NA,,
SOL. IS LEAF FROG,Sol. is leaf frog,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis moreletii,,,NA,http://www.iucnredlist.org/details/55293/0,NA,,
SOL. IS. LEAF FROG,Sol. is. leaf frog,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,Agalychnis moreletii,,,NA,http://www.iucnredlist.org/details/55293/0,NA,,
RED EYED LEAF FROG,Red eyed leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis saltator,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662103,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=197464$retmode=xml,NA,NA,NA,,
RED EYED FROG,Red eyed frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,Agalychnis saltator,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662103,NA,NA,NA,NA,,
